sku,date,region,order_id,net_revenue,quantity
BE20182,2022-09-01,BE_SHOP_INT,1,27.39336493,1
BE20182,2022-08-12,BE_SHOP_INT,1,27.39336493,1
BE20182,2022-09-02,BE_SHOP_INT,1,144.5,5
BE20182,2023-01-28,BE_SHOP_INT,1,21.914691944,1
BE20182,2023-02-04,BE_SHOP_INT,1,72.925233633,3
BE20182,2023-02-22,BE_SHOP_INT,1,20.2570093425,1
BE20182,2022-12-14,BE_SHOP_INT,1,15.090047392,1
BE20182,2023-04-07,BE_SHOP_INT,1,24.654028437,1
BE20182,2022-07-11,BE_SHOP_INT,1,24.654028437,1
BE20182,2022-08-07,BE_SHOP_INT,1,24.654028437,1
BE20182,2022-12-02,BE_SHOP_INT,1,16.976303316,1
BE20182,2022-10-14,BE_SHOP_INT,1,42.483412314,2
BE20182,2023-02-28,BE_SHOP_INT,1,20.5450236975,1
BE20182,2022-08-18,BE_SHOP_INT,1,23.2843601905,1
BE20182,2022-11-15,BE_SHOP_INT,1,22.41,1
BE20182,2023-01-01,BE_SHOP_INT,1,24.654028437,1
BE20182,2022-08-11,BE_SHOP_INT,1,23.2843601905,1
BE20182,2023-03-09,BE_SHOP_INT,1,24.654028437,1
BE20182,2022-08-08,BE_SHOP_INT,1,22.9579439215,1
BE20182,2022-08-23,BE_SHOP_INT,1,43.829383888,2
BE20182,2022-09-28,BE_SHOP_INT,1,27.39336493,1
BE20182,2022-11-10,BE_SHOP_INT,1,20.0616113705,1
BE20182,2022-09-29,BE_SHOP_INT,1,24.654028437,1
BE20191,2022-02-05,BE_SHOP_INT,1,22.5971564,2
BE20191,2022-02-04,BE_SHOP_INT,1,14.12322275,1
BE20191,2023-04-06,BE_SHOP_INT,1,9.78199052,2
BE20191,2022-01-08,BE_SHOP_INT,1,10.44392523,1
BE20191,2022-06-18,BE_SHOP_INT,1,120.047393374999,10
BE20191,2023-03-11,BE_SHOP_INT,1,11.004739335,1
BE20191,2022-01-05,BE_SHOP_INT,1,11.2985782,1
BE20191,2022-06-10,BE_SHOP_INT,1,14.12322275,1
BE20191,2023-05-01,BE_SHOP_INT,1,12.05607477,1
BE20191,2022-11-19,BE_SHOP_INT,1,48.9099526,4
BE20191,2022-01-23,BE_SHOP_INT,1,11.2985782,1
BE20191,2023-06-02,BE_SHOP_INT,1,24.4549763,2
BE20191,2023-05-23,BE_SHOP_INT,1,29.34597156,3
BE20191,2022-06-18,BE_SHOP_DACH,1,12.05607477,1
BE20191,2022-07-09,BE_SHOP_INT,1,36.68246445,3
BE20191,2022-08-13,BE_SHOP_INT,1,29.34597156,3
BE20191,2022-12-24,BE_SHOP_INT,1,19.56398104,2
BE20196,2023-03-09,BE_SHOP_DACH,1,33.476635512,2
BE20196,2022-10-11,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-12-11,BE_SHOP_DACH,1,18.98598131,1
BE20196,2022-03-14,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-12-13,BE_SHOP_DACH,1,17.86915888,1
BE20196,2022-05-16,BE_SHOP_DACH,1,22.3364486,2
BE20196,2023-05-04,BE_SHOP_INT,1,14.530805688,1
BE20196,2022-05-18,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-07-17,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-12-01,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-06-07,BE_SHOP_DACH,1,65.6999999999999,3
BE20196,2023-03-21,BE_SHOP_INT,1,18.682464456,1
BE20196,2022-01-03,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-04-08,BE_SHOP_DACH,1,20.46728972,1
BE20196,2023-01-05,BE_SHOP_INT,1,18.123222752,1
BE20196,2023-07-16,BE_SHOP_INT,1,17.76785714,1
BE20196,2022-09-29,BE_SHOP_DACH,1,20.10280374,2
BE20196,2022-07-07,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-08-06,BE_SHOP_INT,1,22.65402844,1
BE20196,2023-05-10,BE_SHOP_INT,1,20.75829384,1
BE20196,2023-08-01,BE_SHOP_INT,1,15.090047392,1
BE20196,2023-06-19,BE_SHOP_INT,1,207.5829384,10
BE20196,2022-06-07,BE_SHOP_INT,1,22.65402844,1
BE20196,2023-02-20,BE_SHOP_DACH,1,13.018691588,1
BE20196,2023-01-20,BE_SHOP_DACH,1,20.10280374,1
BE20196,2022-12-19,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-04-17,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-07-21,BE_SHOP_DACH,1,23.9,1
BE20196,2022-02-17,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-03-04,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-08-26,BE_SHOP_INT,1,18.98598131,1
BE20196,2023-06-03,BE_SHOP_DACH,1,20.46728972,1
BE20196,2022-09-29,BE_SHOP_INT,1,20.388625596,1
BE20196,2022-03-17,BE_SHOP_DACH,1,18.98598131,1
BE20196,2022-12-22,BE_SHOP_INT,1,23.9,1
BE20196,2022-06-24,BE_SHOP_DACH,1,20.10280374,1
BE20196,2022-06-30,BE_SHOP_INT,1,18.123222752,1
BE20196,2022-03-21,BE_SHOP_DACH,1,35.73831776,2
BE20196,2023-05-19,BE_SHOP_DACH,1,245.60747664,12
BE20196,2022-08-12,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-10-19,BE_SHOP_INT,1,22.3364486,1
BE20196,2022-11-01,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-05-28,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-09-18,BE_SHOP_DACH,1,44.6728972,2
BE20196,2023-04-01,BE_SHOP_DACH,1,20.46728972,1
BE20196,2023-07-07,BE_SHOP_DACH,1,19.9,2
BE20196,2023-07-31,BE_SHOP_INT,1,15.090047392,1
BE20196,2023-06-18,BE_SHOP_INT,1,16.606635072,1
BE20196,2023-02-28,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-09-01,BE_SHOP_INT,1,45.30805688,2
BE20196,2022-01-30,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-02-11,BE_SHOP_DACH,1,23.9,1
BE20196,2023-02-26,BE_SHOP_DACH,1,18.59813084,1
BE20196,2022-09-09,BE_SHOP_DACH,1,17.86915888,1
BE20196,2022-04-13,BE_SHOP_INT,1,14.857819905,1
BE20196,2023-02-06,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-09-12,BE_SHOP_DACH,1,21.5099999999999,1
BE20196,2022-01-25,BE_SHOP_INT,1,15.848341232,1
BE20196,2023-07-29,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-07-27,BE_SHOP_INT,1,18.123222752,1
BE20196,2022-07-29,BE_SHOP_DACH,1,18.98598131,1
BE20196,2022-08-10,BE_SHOP_INT,1,19.255924174,1
BE20196,2023-07-18,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-07-10,BE_SHOP_DACH,1,17.86915888,1
BE20196,2023-05-14,BE_SHOP_DACH,1,18.420560748,1
BE20196,2022-04-06,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-06-14,BE_SHOP_INT,1,45.30805688,2
BE20196,2023-07-05,BE_SHOP_DACH,1,17.91,1
BE20196,2022-06-11,BE_SHOP_DACH,1,44.6728972,2
BE20196,2023-06-22,BE_SHOP_DACH,1,18.59813084,2
BE20196,2022-04-30,BE_SHOP_INT,1,20.9,1
BE20196,2022-04-29,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-01-28,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-08-24,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-07-21,BE_SHOP_INT,1,17.86915888,1
BE20196,2023-04-15,BE_SHOP_DACH,1,20.46728972,1
BE20196,2022-12-31,BE_SHOP_DACH,1,23.9,1
BE20196,2022-07-17,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-11-18,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-08-02,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-05-14,BE_SHOP_INT,1,16.838862559,1
BE20196,2022-04-14,BE_SHOP_INT,1,14.6495327099999,1
BE20196,2022-04-20,BE_SHOP_DACH,1,22.65402844,1
BE20196,2023-05-17,BE_SHOP_DACH,1,19.90909091,1
BE20196,2022-07-03,BE_SHOP_DACH,1,40.20560748,2
BE20196,2022-09-02,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-05-26,BE_SHOP_DACH,1,21.9,1
BE20196,2022-02-27,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-08-31,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-04-05,BE_SHOP_DACH,1,17.86915888,1
BE20196,2023-03-20,BE_SHOP_INT,1,21.9,1
BE20196,2023-07-26,BE_SHOP_DACH,1,16.738317756,1
BE20196,2022-08-11,BE_SHOP_INT,1,45.30805688,2
BE20196,2022-01-06,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-06-08,BE_SHOP_INT,1,23.9,1
BE20196,2023-07-27,BE_SHOP_DACH,1,16.738317756,1
BE20196,2023-07-28,BE_SHOP_DACH,1,16.738317756,1
BE20196,2022-12-22,BE_SHOP_DACH,1,17.86915888,1
BE20196,2023-03-14,BE_SHOP_INT,1,20.75829384,1
BE20196,2023-07-10,BE_SHOP_DACH,1,14.878504672,1
BE20196,2023-06-30,BE_SHOP_INT,1,39.8,4
BE20196,2022-02-10,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-08-18,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-09-04,BE_SHOP_INT,1,18.123222752,1
BE20196,2022-01-17,BE_SHOP_INT,1,17.829383886,1
BE20196,2023-04-21,BE_SHOP_DACH,1,40.93457944,2
BE20196,2022-04-10,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-07-30,BE_SHOP_DACH,1,14.878504672,1
BE20196,2023-02-27,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-03-25,BE_SHOP_DACH,1,23.9,1
BE20196,2023-03-29,BE_SHOP_INT,1,20.75829384,1
BE20196,2023-01-19,BE_SHOP_DACH,1,21.72727273,1
BE20196,2022-01-20,BE_SHOP_DACH,1,40.20560748,2
BE20196,2022-02-10,BE_SHOP_DACH,1,8.93457944,1
BE20196,2022-02-24,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-05-09,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-02-03,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-01-20,BE_SHOP_INT,1,15.848341232,1
BE20196,2023-02-05,BE_SHOP_INT,1,37.19626168,2
BE20196,2022-10-26,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-05-16,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-08-16,BE_SHOP_INT,1,19.255924174,1
BE20196,2022-06-29,BE_SHOP_INT,1,18.123222752,1
BE20196,2023-04-14,BE_SHOP_INT,1,20.75829384,1
BE20196,2022-05-05,BE_SHOP_INT,1,39.62085308,2
BE20196,2023-04-30,BE_SHOP_INT,1,20.75829384,1
BE20196,2022-12-27,BE_SHOP_DACH,1,20.10280374,1
BE20196,2022-03-30,BE_SHOP_INT,1,19.81042654,1
BE20196,2023-06-12,BE_SHOP_DACH,1,18.420560748,1
BE20196,2023-08-09,BE_SHOP_INT,1,56.58767772,3
BE20196,2023-05-16,BE_SHOP_DACH,1,18.420560748,1
BE20196,2022-05-26,BE_SHOP_DACH,1,23.9,1
BE20196,2023-01-10,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-10-01,BE_SHOP_INT,1,20.388625596,1
BE20196,2022-08-14,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-04-22,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-10-23,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-02-28,BE_SHOP_INT,1,15.626168224,1
BE20196,2022-06-21,BE_SHOP_INT,1,33.98104266,2
BE20196,2022-12-06,BE_SHOP_DACH,1,18.98598131,1
BE20196,2022-03-27,BE_SHOP_INT,1,16.838862559,1
BE20196,2023-06-24,BE_SHOP_DACH,1,16.738317756,1
BE20196,2022-03-08,BE_SHOP_INT,1,15.848341232,1
BE20196,2023-06-09,BE_SHOP_INT,1,18.682464456,1
BE20196,2022-04-27,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-08-07,BE_SHOP_INT,1,18.123222752,1
BE20196,2022-06-25,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-08-14,BE_SHOP_INT,1,16.976303316,5
BE20196,2023-07-03,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-10-29,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-06-10,BE_SHOP_DACH,1,18.420560748,1
BE20196,2023-06-19,BE_SHOP_DACH,1,20.46728972,1
BE20196,2023-03-01,BE_SHOP_INT,1,55.79439252,5
BE20196,2022-09-21,BE_SHOP_DACH,1,20.10280374,6
BE20196,2022-05-30,BE_SHOP_INT,1,14.857819905,1
BE20196,2022-02-05,BE_SHOP_INT,1,15.848341232,1
BE20196,2023-03-11,BE_SHOP_DACH,1,16.738317756,1
BE20196,2022-02-20,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-11-05,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-01-08,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-03-09,BE_SHOP_DACH,1,22.3364486,4
BE20196,2022-12-15,BE_SHOP_DACH,1,67.0093458,3
BE20196,2022-05-11,BE_SHOP_INT,1,19.81042654,1
BE20196,2023-06-17,BE_SHOP_INT,1,16.606635072,1
BE20196,2022-12-23,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-12-12,BE_SHOP_INT,1,22.65402844,1
BE20196,2023-07-19,BE_SHOP_DACH,1,16.738317756,1
BE20196,2023-04-28,BE_SHOP_INT,1,21.9,1
BE20196,2022-02-15,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-07-06,BE_SHOP_DACH,1,18.98598131,1
BE20196,2023-07-23,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-12-21,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-05-02,BE_SHOP_INT,1,16.606635072,1
BE20196,2022-08-21,BE_SHOP_DACH,1,44.6728972,2
BE20196,2022-01-06,BE_SHOP_INT,1,15.848341232,1
BE20196,2023-04-11,BE_SHOP_INT,1,18.682464456,1
BE20196,2023-02-11,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-02-25,BE_SHOP_DACH,1,20.10280374,1
BE20196,2023-05-23,BE_SHOP_DACH,1,21.9,1
BE20196,2023-06-29,BE_SHOP_INT,1,18.86255924,1
BE20196,2022-04-01,BE_SHOP_DACH,1,21.72727273,1
BE20196,2022-06-12,BE_SHOP_DACH,1,22.3364486,2
BE20196,2022-03-31,BE_SHOP_INT,1,35.658767772,2
BE20196,2022-03-01,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-09-08,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-02-18,BE_SHOP_DACH,1,44.6728972,2
BE20196,2022-04-14,BE_SHOP_DACH,1,22.3364486,1
BE20196,2023-03-02,BE_SHOP_INT,1,15.090047392,1
BE20196,2022-04-21,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-01-21,BE_SHOP_INT,1,15.848341232,1
BE20196,2022-07-19,BE_SHOP_INT,1,16.99052133,1
BE20196,2022-07-23,BE_SHOP_INT,1,22.65402844,1
BE20196,2023-04-18,BE_SHOP_DACH,1,18.420560748,1
BE20196,2022-05-01,BE_SHOP_INT,1,19.81042654,1
BE20196,2023-02-25,BE_SHOP_DACH,1,18.59813084,1
BE20196,2023-07-22,BE_SHOP_DACH,1,18.59813084,1
BE20196,2022-05-07,BE_SHOP_INT,1,15.848341232,1
BE20196,2023-04-02,BE_SHOP_DACH,1,16.373831776,1
BE20196,2022-04-19,BE_SHOP_INT,1,39.62085308,2
BE20196,2023-08-07,BE_SHOP_INT,1,33.952606632,2
BE20196,2022-07-12,BE_SHOP_INT,1,47.8,2
BE20196,2022-10-23,BE_SHOP_INT,1,22.65402844,1
BE20196,2022-11-19,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-10-25,BE_SHOP_DACH,1,22.3364486,7
BE20196,2023-07-14,BE_SHOP_INT,1,15.090047392,1
BE20196,2022-03-23,BE_SHOP_INT,1,19.81042654,1
BE20196,2022-04-15,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-04-07,BE_SHOP_DACH,1,22.3364486,1
BE20196,2022-09-01,BE_SHOP_DACH,1,22.3364486,3
BE20196,2022-05-30,BE_SHOP_DACH,1,22.3364486,3
BE20196,2022-10-15,BE_SHOP_DACH,1,20.10280374,1
BE20196,2023-08-08,BE_SHOP_INT,1,17.76785714,1
BE20198,2022-07-20,BE_SHOP_INT,1,79.8,2
BE20198,2023-01-24,BE_SHOP_INT,1,29.1213270117,1
BE20198,2023-03-26,BE_SHOP_INT,1,33.560747667,1
BE20198,2022-07-13,BE_SHOP_INT,1,39.9,1
BE20198,2022-04-14,BE_SHOP_INT,1,24.9375,1
BE20198,2022-04-22,BE_SHOP_DACH,1,41.96261682,1
BE20198,2023-02-04,BE_SHOP_INT,1,34.037914689,1
BE20198,2022-02-08,BE_SHOP_DACH,1,37.766355138,1
BE20198,2023-06-27,BE_SHOP_INT,1,22.672985784,1
BE20198,2022-04-26,BE_SHOP_DACH,1,33.570093456,1
BE20198,2023-03-11,BE_SHOP_INT,1,28.118483412,1
BE20198,2022-01-25,BE_SHOP_DACH,1,83.92523364,2
BE20198,2022-03-01,BE_SHOP_INT,1,33.25,1
BE20198,2022-04-25,BE_SHOP_INT,1,26.6,1
BE20198,2022-07-14,BE_SHOP_DACH,1,41.96261682,1
BE20198,2022-12-12,BE_SHOP_DACH,1,29.831775704,1
BE20198,2023-06-16,BE_SHOP_INT,1,30.255924168,1
BE20198,2022-09-21,BE_SHOP_INT,1,79.8,2
BE20198,2022-04-22,BE_SHOP_INT,1,28.2625,1
BE20198,2022-05-29,BE_SHOP_INT,1,26.6,1
BE20198,2022-05-23,BE_SHOP_DACH,1,33.570093456,1
BE20198,2022-07-20,BE_SHOP_DACH,1,41.96261682,1
BE20198,2022-02-22,BE_SHOP_INT,1,53.647058816,2
BE20198,2022-07-08,BE_SHOP_INT,1,80.470588224,3
BE20198,2023-01-21,BE_SHOP_INT,1,29.1213270117,1
BE20198,2022-04-18,BE_SHOP_DACH,1,41.96261682,1
BE20198,2022-04-26,BE_SHOP_INT,1,53.2,2
BE20198,2022-06-26,BE_SHOP_DACH,1,35.668224297,1
BE20198,2023-06-10,BE_SHOP_DACH,1,33.560747667,1
BE20198,2022-02-15,BE_SHOP_DACH,1,35.668224297,1
BE20198,2022-04-14,BE_SHOP_DACH,1,41.96261682,1
BE20198,2022-04-04,BE_SHOP_DACH,1,41.96261682,1
BE20198,2022-11-27,BE_SHOP_INT,1,132.369668235,5
BE20198,2023-05-12,BE_SHOP_INT,1,37.81990521,1
BE20198,2022-02-25,BE_SHOP_DACH,1,83.92523364,2
BE20198,2023-01-11,BE_SHOP_INT,1,37.81990521,1
BE20198,2022-09-09,BE_SHOP_INT,1,34.037914689,1
BE20198,2022-04-28,BE_SHOP_DACH,1,41.96261682,1
BE20198,2023-06-19,BE_SHOP_INT,1,37.81990521,1
BE20198,2022-12-31,BE_SHOP_DACH,1,32.645454543,1
BE20198,2022-02-09,BE_SHOP_INT,1,26.6,1
BE20198,2022-05-02,BE_SHOP_INT,1,29.925,1
BE20198,2023-02-27,BE_SHOP_INT,1,33.08056872,1
BE20198,2023-07-24,BE_SHOP_INT,1,22.672985784,1
BE20198,2022-07-14,BE_SHOP_INT,1,79.8,3
BE20198,2023-03-13,BE_SHOP_INT,1,26.464454976,1
BE20198,2022-06-04,BE_SHOP_INT,1,29.925,1
BE20198,2023-02-18,BE_SHOP_INT,1,28.118483412,1
BE20198,2023-05-11,BE_SHOP_INT,1,75.63981042,2
BE20198,2022-10-26,BE_SHOP_INT,1,21.2559241725,1
BE20198,2023-05-09,BE_SHOP_INT,1,30.255924168,1
BE20198,2022-11-20,BE_SHOP_INT,1,37.81990521,1
BE20198,2022-05-05,BE_SHOP_DACH,1,81.63636364,2
BE20198,2023-05-24,BE_SHOP_INT,1,30.255924168,1
BE20198,2022-02-22,BE_SHOP_DACH,1,40.81818182,1
BE20198,2022-04-21,BE_SHOP_DACH,1,151.065420552,4
BE20198,2023-04-02,BE_SHOP_INT,1,75.63981042,2
BE20198,2022-01-06,BE_SHOP_INT,1,33.25,1
BE20198,2022-01-25,BE_SHOP_INT,1,30.176470584,1
BE20198,2022-05-24,BE_SHOP_DACH,1,41.96261682,1
BE20198,2022-06-24,BE_SHOP_DACH,1,40.81818182,1
BE20198,2022-12-27,BE_SHOP_INT,1,33.55140187,1
BE20198,2022-05-18,BE_SHOP_INT,1,33.25,1
BE20198,2022-04-10,BE_SHOP_DACH,1,31.471962615,1
BE20198,2022-06-14,BE_SHOP_INT,1,33.52941176,1
BE20198,2022-11-21,BE_SHOP_INT,1,27.9672897225,1
BE20198,2022-05-03,BE_SHOP_INT,1,33.25,1
BE20198,2023-05-10,BE_SHOP_INT,1,34.037914689,1
BE20198,2022-05-22,BE_SHOP_DACH,1,41.96261682,1
BE20198,2023-03-22,BE_SHOP_INT,1,37.81990521,1
BE20198,2022-01-14,BE_SHOP_INT,1,33.25,1
BE20198,2023-07-21,BE_SHOP_INT,1,22.672985784,1
BE20198,2023-05-08,BE_SHOP_INT,1,28.3649289075,1
BE20198,2023-01-16,BE_SHOP_INT,1,37.81990521,1
BE20198,2022-03-12,BE_SHOP_DACH,1,37.766355138,1
