date,order_id
2022-12-08,234
2022-12-08,40
2022-12-09,52
2022-12-09,172
2022-12-10,28
2022-12-10,118
2022-12-11,43
2022-12-11,193
2022-12-12,229
2022-12-12,38
2022-12-13,198
2022-12-13,48
2022-12-14,48
2022-12-14,283
2022-12-15,33
2022-12-15,203
2022-12-16,32
2022-12-16,188
2022-12-17,150
2022-12-17,32
2022-12-18,33
2022-12-18,348
2022-12-19,245
2022-12-19,39
2022-12-20,227
2022-12-20,105
2022-12-21,139
2022-12-21,121
2022-12-22,75
2022-12-22,208
2022-12-23,39
2022-12-23,113
2022-12-24,22
2022-12-24,83
2022-12-25,21
2022-12-25,107
2022-12-26,67
2022-12-26,146
2022-12-27,301
2022-12-27,81
2022-12-28,301
2022-12-28,91
2022-12-29,286
2022-12-29,70
2022-12-30,246
2022-12-30,55
2022-12-31,109
2022-12-31,44
2023-01-01,198
2023-01-01,59
2023-01-02,318
2023-01-02,106
2023-01-03,703
2023-01-03,123
2023-01-04,515
2023-01-04,160
2023-01-05,414
2023-01-05,126
2023-01-06,451
2023-01-06,71
2023-01-07,87
2023-01-07,241
2023-01-08,84
2023-01-08,378
2023-01-09,290
2023-01-09,60
2023-01-10,102
2023-01-10,569
2023-01-11,434
2023-01-11,93
2023-01-12,76
2023-01-12,344
2023-01-13,298
2023-01-13,76
2023-01-14,275
2023-01-14,73
2023-01-15,405
2023-01-15,89
2023-01-16,382
2023-01-16,94
2023-01-17,92
2023-01-17,359
2023-01-18,71
2023-01-18,317
2023-01-19,79
2023-01-19,286
2023-01-20,63
2023-01-20,205
2023-01-21,50
2023-01-21,190
2023-01-22,70
2023-01-22,377
2023-01-23,150
2023-01-23,736
2023-01-24,520
2023-01-24,114
2023-01-25,120
2023-01-25,766
2023-01-26,127
2023-01-26,495
2023-01-27,140
2023-01-27,550
2023-01-28,104
2023-01-28,392
2023-01-29,172
2023-01-29,658
2023-01-30,181
2023-01-30,686
2023-01-31,137
2023-01-31,689
2023-02-01,48
2023-02-01,238
2023-02-02,55
2023-02-02,179
2023-02-03,27
2023-02-03,140
2023-02-04,139
2023-02-04,34
2023-02-05,51
2023-02-05,170
2023-02-06,237
2023-02-06,64
2023-02-07,235
2023-02-07,73
2023-02-08,264
2023-02-08,127
2023-02-09,246
2023-02-09,57
2023-02-10,58
2023-02-10,208
2023-02-11,187
2023-02-11,50
2023-02-12,244
2023-02-12,56
2023-02-13,273
2023-02-13,53
2023-02-14,74
2023-02-14,278
2023-02-15,54
2023-02-15,299
2023-02-16,215
2023-02-16,71
2023-02-17,199
2023-02-17,67
2023-02-18,168
2023-02-18,41
2023-02-19,59
2023-02-19,209
2023-02-20,372
2023-02-20,69
2023-02-21,457
2023-02-21,70
2023-02-22,105
2023-02-22,331
2023-02-23,466
2023-02-23,115
2023-02-24,264
2023-02-24,114
2023-02-25,87
2023-02-25,171
2023-02-26,380
2023-02-26,95
2023-02-27,127
2023-02-27,478
2023-02-28,534
2023-02-28,138
2023-03-01,232
2023-03-01,98
2023-03-02,95
2023-03-02,274
2023-03-03,103
2023-03-03,246
2023-03-04,170
2023-03-04,47
2023-03-05,281
2023-03-05,60
2023-03-06,83
2023-03-06,299
2023-03-07,373
2023-03-07,87
2023-03-08,463
2023-03-08,110
2023-03-09,349
2023-03-09,66
2023-03-10,53
2023-03-10,275
2023-03-11,54
2023-03-11,209
2023-03-12,73
2023-03-12,315
2023-03-13,85
2023-03-13,340
2023-03-14,410
2023-03-14,105
2023-03-15,103
2023-03-15,404
2023-03-16,82
2023-03-16,249
2023-03-17,248
2023-03-17,65
2023-03-18,47
2023-03-18,227
2023-03-19,406
2023-03-19,73
2023-03-20,342
2023-03-20,88
2023-03-21,101
2023-03-21,246
2023-03-22,93
2023-03-22,263
2023-03-23,95
2023-03-23,244
2023-03-24,76
2023-03-24,209
2023-03-25,61
2023-03-25,168
2023-03-26,260
2023-03-26,84
2023-03-27,173
2023-03-27,453
2023-03-28,173
2023-03-28,550
2023-03-29,245
2023-03-29,493
2023-03-30,373
2023-03-30,208
2023-03-31,366
2023-03-31,163
2023-04-01,259
2023-04-01,85
2023-04-02,105
2023-04-02,293
2023-04-03,264
2023-04-03,122
2023-04-04,106
2023-04-04,286
2023-04-05,113
2023-04-05,288
2023-04-06,236
2023-04-06,84
2023-04-07,216
2023-04-07,61
2023-04-08,169
2023-04-08,49
2023-04-09,90
2023-04-09,355
2023-04-10,112
2023-04-10,609
2023-04-11,155
2023-04-11,547
2023-04-12,159
2023-04-12,480
2023-04-13,116
2023-04-13,354
2023-04-14,101
2023-04-14,392
2023-04-15,74
2023-04-15,249
2023-04-16,442
2023-04-16,85
2023-04-17,301
2023-04-17,77
2023-04-18,84
2023-04-18,376
2023-04-19,383
2023-04-19,73
2023-04-20,74
2023-04-20,296
2023-04-21,276
2023-04-21,52
2023-04-22,39
2023-04-22,171
2023-04-23,247
2023-04-23,58
2023-04-24,418
2023-04-24,100
2023-04-25,560
2023-04-25,89
2023-04-26,337
2023-04-26,107
2023-04-27,326
2023-04-27,112
2023-04-28,475
2023-04-28,112
2023-04-29,267
2023-04-29,53
2023-04-30,256
2023-04-30,87
2023-05-01,85
2023-05-01,245
2023-05-02,230
2023-05-02,857
2023-05-03,192
2023-05-03,473
2023-05-04,518
2023-05-04,201
2023-05-05,172
2023-05-05,499
2023-05-06,243
2023-05-06,94
2023-05-07,558
2023-05-07,142
2023-05-08,207
2023-05-08,835
2023-05-09,183
2023-05-09,1042
2023-05-10,315
2023-05-10,77
2023-05-11,39
2023-05-11,189
2023-05-12,29
2023-05-12,132
2023-05-13,105
2023-05-13,34
2023-05-14,42
2023-05-14,162
2023-05-15,62
2023-05-15,286
2023-05-16,46
2023-05-16,241
2023-05-17,53
2023-05-17,152
2023-05-18,215
2023-05-18,51
2023-05-19,41
2023-05-19,168
2023-05-20,103
2023-05-20,39
2023-05-21,43
2023-05-21,233
2023-05-22,57
2023-05-22,234
2023-05-23,476
2023-05-23,81
2023-05-24,446
2023-05-24,92
2023-05-25,280
2023-05-25,75
2023-05-26,49
2023-05-26,189
2023-05-27,30
2023-05-27,164
2023-05-28,60
2023-05-28,241
2023-05-29,88
2023-05-29,599
2023-05-30,260
2023-05-30,936
2023-05-31,682
2023-05-31,321
2023-06-01,117
2023-06-01,314
2023-06-02,62
2023-06-02,174
2023-06-03,175
2023-06-03,44
2023-06-04,291
2023-06-04,87
2023-06-05,115
2023-06-05,300
2023-06-06,132
2023-06-06,289
2023-06-07,284
2023-06-07,129
2023-06-08,349
2023-06-08,87
2023-06-09,234
2023-06-09,67
2023-06-10,53
2023-06-10,169
2023-06-11,228
2023-06-11,54
2023-06-12,345
2023-06-12,83
2023-06-13,554
2023-06-13,110
2023-06-14,99
2023-06-14,451
2023-06-15,160
2023-06-15,340
2023-06-16,256
2023-06-16,79
2023-06-17,190
2023-06-17,47
2023-06-18,83
2023-06-18,283
2023-06-19,523
2023-06-19,105
2023-06-20,343
2023-06-20,80
2023-06-21,51
2023-06-21,513
2023-06-22,270
2023-06-22,35
2023-06-23,42
2023-06-23,180
2023-06-24,140
2023-06-24,34
2023-06-25,40
2023-06-25,214
2023-06-26,480
2023-06-26,70
2023-06-27,492
2023-06-27,91
2023-06-28,494
2023-06-28,116
2023-06-29,581
2023-06-29,151
2023-06-30,81
2023-06-30,463
2023-07-01,73
2023-07-01,280
2023-07-02,75
2023-07-02,300
2023-07-03,256
2023-07-03,75
2023-07-04,74
2023-07-04,344
2023-07-05,263
2023-07-05,72
2023-07-06,86
2023-07-06,219
2023-07-07,173
2023-07-07,64
2023-07-08,147
2023-07-08,42
2023-07-09,56
2023-07-09,259
2023-07-10,80
2023-07-10,364
2023-07-11,377
2023-07-11,107
2023-07-12,349
2023-07-12,88
2023-07-13,290
2023-07-13,58
2023-07-14,53
2023-07-14,175
2023-07-15,48
2023-07-15,265
2023-07-16,62
2023-07-16,335
2023-07-17,64
2023-07-17,367
2023-07-18,52
2023-07-18,340
2023-07-19,36
2023-07-19,261
2023-07-20,60
2023-07-20,198
2023-07-21,42
2023-07-21,165
2023-07-22,26
2023-07-22,171
2023-07-23,39
2023-07-23,229
2023-07-24,44
2023-07-24,257
2023-07-25,112
2023-07-25,446
2023-07-26,134
2023-07-26,412
2023-07-27,432
2023-07-27,158
2023-07-28,337
2023-07-28,124
2023-07-29,206
2023-07-29,90
2023-07-30,74
2023-07-30,258
2023-07-31,98
2023-07-31,483
2023-08-01,90
2023-08-01,529
2023-08-02,82
2023-08-02,489
2023-08-03,596
2023-08-03,102
2023-08-04,310
2023-08-04,44
2023-08-05,61
2023-08-05,257
2023-08-06,49
2023-08-06,427
2023-08-07,48
2023-08-07,1252
2023-08-08,79
2023-08-08,1198
2023-08-09,433
2023-08-09,74
2023-08-10,311
2023-08-10,75
2023-08-11,205
2023-08-11,66
2023-08-12,52
2023-08-12,143
2023-08-13,263
2023-08-13,42
2023-08-14,321
2023-08-14,62
2023-08-15,59
2023-08-15,280
2023-08-16,51
2023-08-16,319
2023-08-17,338
2023-08-17,55
2023-08-18,204
2023-08-18,38
2023-08-19,152
2023-08-19,38
2023-08-20,41
2023-08-20,211
2023-08-21,274
2023-08-21,48
2023-08-22,1
